,Facility ID,Facility Name,Hospital overall rating
1366,140276,LOYOLA UNIVERSITY MEDICAL CENTER,2
1367,140280,TRINITY ROCK ISLAND,3
1368,140281,NORTHWESTERN MEMORIAL HOSPITAL,5
1369,140286,KISHWAUKEE COMMUNITY HOSPITAL,4
1370,140288,ADVOCATE GOOD SAMARITAN HOSPITAL,4
1371,140289,ANDERSON HOSPITAL,4
1372,140290,ST ALEXIUS MEDICAL CENTER,3
1373,140291,ADVOCATE GOOD SHEPHERD HOSPITAL,5
1374,140292,ADVENTIST GLENOAKS,4
1375,140294,CROSSROADS COMMUNITY HOSPITAL,5
1376,140300,PROVIDENT HOSPITAL OF CHICAGO,-1
1377,140304,ADVENTIST BOLINGBROOK HOSPITAL,3
1378,141300,THOMAS H BOYD MEMORIAL HOSPITAL,-1
1379,141301,KIRBY MEDICAL CENTER,-1
1380,141302,MIDWEST MEDICAL CENTER,-1
1381,141303,WARNER HOSPITAL AND HEALTH SERVICES,-1
1382,141304,"GENESIS MEDICAL CENTER, ALEDO",-1
1383,141305,MEMORIAL HOSPITAL,-1
1384,141306,COMMUNITY HOSPITAL OF STAUNTON,-1
1385,141307,PINCKNEYVILLE COMMUNITY HOSPITAL,-1
1386,141308,WASHINGTON COUNTY HOSPITAL,-1
1387,141309,CARLE EUREKA  HOSPITAL,-1
1388,141310,OSF SAINT PAUL MEDICAL CENTER,4
1389,141311,FAIRFIELD MEMORIAL HOSPITAL 1,3
1390,141312,ROCHELLE COMMUNITY HOSPITAL,-1
1391,141313,MASON DISTRICT HOSPITAL,-1
1392,141315,ILLINI COMMUNITY HOSPITAL,4
1393,141316,CARLE HOOPESTON REGIONAL HEALTH CENTER,-1
1394,141317,GIBSON COMMUNITY HOSPITAL,-1
1395,141318,OSF HOLY FAMILY MEDICAL CENTER,-1
1396,141319,HAMMOND HENRY HOSPITAL,4
1397,141320,PARIS COMMUNITY HOSPITAL,3
1398,141321,FRANKLIN HOSPITAL,-1
1399,141322,ABRAHAM LINCOLN MEMORIAL HOSPITAL,2
1400,141323,MASSAC MEMORIAL HOSPITAL,5
1401,141324,FERRELL HOSPITAL COMMUNITY FOUNDATIONS,-1
1402,141325,OSF SAINT LUKES MEDICAL CENTER,-1
1403,141326,HAMILTON MEMORIAL HOSPITAL,-1
1404,141327,WABASH GENERAL HOSPITAL 1,5
1405,141328,HARDIN COUNTY GENERAL HOSPITAL & CLINIC,-1
1406,141329,MORRISON COMMUNITY HOSPITAL,-1
1407,141330,HOPEDALE HOSPITAL,-1
1408,141331,MARSHALL BROWNING HOSPITAL,-1
1409,141332,HILLSBORO AREA HOSPITAL,-1
1410,141333,SARAH D CULBERTSON MEMORIAL HOSPITAL,-1
1411,141334,ST JOSEPH MEMORIAL HOSPITAL,4
1412,141335,MERCY HARVARD HOSPITAL,-1
1413,141336,ST JOSEPH'S HOSPITAL,4
1414,141337,OSF SAINT CLARE MEDICAL CENTER,3
1415,141338,MEMORIAL HOSPITAL,3
1416,141339,TAYLORVILLE MEMORIAL HOSPITAL,2
1417,141340,VALLEY WEST COMMUNITY HOSPITAL,4
1418,141341,PANA COMMUNITY HOSPITAL,-1
1419,141342,ANNA HOSPITAL CORPORATION D/B/A UNION COUNTY HOSPITAL,-1
1420,141343,CRAWFORD MEMORIAL HOSPITAL,5
1421,141344,LAWRENCE COUNTY MEMORIAL HOSPITAL,-1
1422,141345,SALEM TOWNSHIP HOSPITAL,-1
1423,141346,FAYETTE COUNTY HOSPITAL,-1
1424,141347,CARLINVILLE AREA HOSPITAL,3
1425,141348,RED BUD REGIONAL HOSPITAL,4
1426,141349,SPARTA COMMUNITY HOSPITAL,-1
1427,141350,ST FRANCIS HOSPITAL,5
1428,141351,CLAY COUNTY HOSPITAL,3
1429,143300,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,-1
1430,143301,LARABIDA CHILDRENS HOSPITAL I,-1
1431,143302,SHRINERS HOSPITAL FOR CHILDREN,-1
1432,144009,"AERIES HEALTHCARE OF ILLINOIS, INC., DBA RIVEREDGE HOSPITAL",-1
1433,144010,CHICAGO READ MENTAL HEALTH CENTER,-1
1434,144016,ALTON MENTAL HEALTH CENTER,-1
1435,144021,ANDREW MCFARLAND MENTAL HLTH CTR,-1
1436,144026,HARTGROVE HOSPITAL,-1
1437,144028,MADDEN MENTAL HEALTH CENTER,-1
1438,144029,THE PAVILION,-1
1439,144031,ALEXIAN BROTHERS BEHAVIORAL HLTH HOSP,-1
1440,144034,BHC STREAMWOOD HOSPITAL INC,-1
1441,144035,LINDEN OAKS AT EDWARD,-1
1442,144037,ELGIN MENTAL HEALTH CENTER,-1
1443,144038,CHOATE MENTAL HEALTH & DEVELOPMENT CTR,-1
1444,144039,GARFIELD PARK HOSPITAL,-1
1445,144040,CHICAGO BEHAVIORAL HOSPITAL,-1
1446,144041,SILVER OAKS BEHAVIORAL HOSPITAL,-1
1447,144042,LAKE BEHAVIORAL HOSPITAL,-1
1448,150001,JOHNSON MEMORIAL HOSPITAL,4
1449,150002,METHODIST HOSPITALS INC,3
1450,150004,FRANCISCAN HEALTH HAMMOND,1
1451,150005,HENDRICKS REGIONAL HEALTH,4
1452,150006,NORTHWEST HEALTH-LA PORTE,2
1453,150007,COMMUNITY HOWARD REGIONAL HEALTH INC.,4
1454,150008,ST CATHERINE HOSPITAL INC,5
1455,150009,CLARK MEMORIAL HOSPITAL,2
1456,150010,ASCENSION ST VINCENT KOKOMO,4
1457,150011,MARION GENERAL HOSPITAL,5
1458,150012,SAINT JOSEPH REGIONAL MEDICAL CENTER,4
1459,150015,FRANCISCAN HEALTH MICHIGAN CITY,2
1460,150017,LUTHERAN HOSPITAL OF INDIANA,2
1461,150018,ELKHART GENERAL HOSPITAL,4
1462,150021,PARKVIEW REGIONAL MEDICAL CENTER,4
1463,150022,FRANCISCAN HEALTH CRAWFORDSVILLE,4
1464,150023,UNION HOSPITAL INC,3
1465,150024,ESKENAZI HEALTH,3
1466,150026,GOSHEN HOSPITAL,3
1467,150029,ST JOSEPH REGIONAL MEDICAL CENTER MISHAWAKA CAMPUS,-1
1468,150030,HENRY COUNTY MEMORIAL HOSPITAL,5
1469,150034,ST MARY MEDICAL CENTER INC,3
1470,150035,NORTHWEST HEALTH - PORTER,2
1471,150037,HANCOCK REGIONAL HOSPITAL,4
1472,150042,GOOD SAMARITAN HOSPITAL,2
1473,150044,BAPTIST HEALTH FLOYD,3
1474,150045,PARKVIEW DEKALB HOSPITAL,4
1475,150046,TERRE HAUTE REGIONAL HOSPITAL,3
1476,150047,"ST JOSEPH HEALTH SYSTEM, LLC",2
1477,150048,REID HEALTH,2
1478,150051,INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,4
1479,150056,INDIANA UNIVERSITY HEALTH,2
1480,150057,FRANCISCAN HEALTH MOORESVILLE,5
1481,150058,MEMORIAL HOSPITAL OF SOUTH BEND,2
1482,150059,RIVERVIEW HEALTH,3
1483,150061,DAVIESS COMMUNITY HOSPITAL,3
1484,150065,SCHNECK MEDICAL CENTER,5
1485,150069,KING'S DAUGHTERS' HEALTH,2
1486,150072,MEMORIAL HOSPITAL,2
1487,150074,COMMUNITY HOSPITAL EAST,2
1488,150075,BLUFFTON REGIONAL MEDICAL CENTER,4
1489,150076,SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,3
1490,150082,DEACONESS HOSPITAL INC,3
1491,150084,ASCENSION ST VINCENT HOSPITAL,3
1492,150086,ST ELIZABETH DEARBORN HOSPITAL,3
1493,150088,ASCENSION ST VINCENT ANDERSON,3
1494,150089,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,3
1495,150090,FRANCISCAN HEALTH DYER,1
1496,150091,PARKVIEW HUNTINGTON HOSPITAL,5
1497,150097,MAJOR HOSPITAL,3
1498,150100,ASCENSION ST VINCENT EVANSVILLE,4
1499,150101,PARKVIEW WHITLEY HOSPITAL,4
1500,150102,NORTHWEST HEALTH - STARKE,3
1501,150104,WITHAM HEALTH SERVICES,4
1502,150109,FRANCISCAN HEALTH LAFAYETTE,4
1503,150112,COLUMBUS REGIONAL HOSPITAL,4
1504,150113,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,4
1505,150115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,4
1506,150125,COMMUNITY HOSPITAL,2
1507,150126,FRANCISCAN HEALTH CROWN POINT,3
1508,150128,"COMMUNITY HOSPITAL SOUTH, INC.",2
1509,150133,KOSCIUSKO COMMUNITY HOSPITAL,3
1510,150146,PARKVIEW NOBLE HOSPITAL,4
1511,150149,WOMEN'S HOSPITAL THE,5
1512,150150,DUPONT HOSPITAL LLC,4
1513,150153,ST VINCENT HEART CENTER,5
1514,150157,ASCENSION ST VINCENT CARMEL,4
1515,150158,IU HEALTH WEST HOSPITAL,5
1516,150160,ORTHOINDY HOSPITAL,-1
1517,150161,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,5
1518,150162,FRANCISCAN HEALTH INDIANAPOLIS,3
1519,150165,FRANCISCAN HEALTH MUNSTER,2
1520,150166,PINNACLE HOSPITAL,-1
1521,150167,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH,-1
1522,150168,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,-1
1523,150169,COMMUNITY HOSPITAL NORTH,4
1524,150172,PHYSICIANS' MEDICAL CENTER LLC,-1
1525,150173,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,4
1526,150177,UNITY PHYSICIANS HOSPITAL,-1
1527,150179,FAIRBANKS,-1
1528,150181,ASCENSION ST VINCENT FISHERS,5
1529,150183,MONROE HOSPITAL,-1
1530,150191,"FRANCISCAN BEACON HOSPITAL, LLC",-1
1531,151300,COMMUNITY HOSPITAL OF BREMEN INC,-1
1532,151301,ASCENSION ST VINCENT RANDOLPH,-1
1533,151302,INDIANA UNIVERSITY HEALTH BLACKFORD HOSPITAL,-1
1534,151303,ASCENSION ST VINCENT JENNINGS,-1
1535,151304,RUSH MEMORIAL HOSPITAL,3
1536,151305,PULASKI MEMORIAL HOSPITAL,3
1537,151306,INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL,-1
1538,151307,ASCENSION ST VINCENT WILLIAMSPORT,-1
1539,151308,ASCENSION ST VINCENT MERCY,-1
1540,151309,ASCENSION ST VINCENT CLAY,-1
1541,151310,"PARKVIEW WABASH HOSPITAL, INC",4
1542,151311,INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC,4
1543,151312,INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL,2
1544,151313,WOODLAWN HOSPITAL,4
1545,151314,ASCENSION ST VINCENT SALEM,-1
1546,151315,CAMERON MEMORIAL COMMUNITY HOSPITAL INC,3
1547,151316,INDIANA UNIVERSITY HEALTH FRANKFORT INC,4
1548,151317,GREENE COUNTY GENERAL HOSPITAL,4
1549,151318,DUKES MEMORIAL HOSPITAL,4
1550,151319,GIBSON GENERAL HOSPITAL,-1
1551,151320,"INDIANA UNIVERSITY HEALTH JAY, INC.",2
1552,151322,PERRY COUNTY MEMORIAL HOSPITAL,4
1553,151323,PARKVIEW LAGRANGE HOSPITAL,3
1554,151324,"FRANCISCAN HEALTH RENSSELAER, INC",3
1555,151325,ASCENSION ST VINCENT WARRICK,-1
1556,151326,UNION HOSPITAL CLINTON,3
1557,151327,SULLIVAN COUNTY COMMUNITY HOSPITAL,-1
1558,151328,INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL,5
1559,151329,MARGARET MARY COMMUNITY HOSPITAL INC,4
1560,151330,ADAMS MEMORIAL HOSPITAL,2
1561,151331,HARRISON COUNTY HOSPITAL,4
1562,151332,DECATUR COUNTY MEMORIAL HOSPITAL,4
1563,151333,PUTNAM COUNTY HOSPITAL,2
1564,151334,SCOTT MEMORIAL HEALTH,3
1565,151335,ASCENSION ST VINCENT DUNN,-1
1566,154005,"WABASH VALLEY ALLIANCE, INC. / RIVER BEND HOSPITAL",-1
1567,154008,NEURODIAGNOSTIC INSTITUTE,-1
1568,154009,HAMILTON CENTER INC,-1
1569,154011,COMMUNITY MENTAL HEALTH CENTER INC,-1
1570,154014,OTIS R BOWEN CENTER FOR HUMAN SERVICES INC,-1
1571,154018,RICHMOND STATE HOSPITAL,-1
1572,154019,MADISON STATE HOSPITAL,-1
1573,154020,REGIONAL MENTAL HEALTH CENTER,-1
1574,154021,"GRANT-BLACKFORD MENTAL HEALTH, INC",-1
1575,154024,VALLE VISTA HEALTH SYSTEM,-1
1576,154031,OAKLAWN PSYCHIATRIC CENTER INC,-1
1577,154035,FOUR COUNTY COUNSELING CENTER,-1
1578,154041,BLOOMINGTON MEADOWS HOSPITAL,-1
1579,154047,MICHIANA BEHAVIORAL HEALTH CENTER,-1
1580,154050,NORTHEASTERN CENTER,-1
1581,154051,WELLSTONE REGIONAL HOSPITAL,-1
1582,154052,PORTER-STARKE SERVICES INC,-1
1583,154054,HARSHA BEHAVIORAL CENTER INC,-1
1584,154055,BRENTWOOD MEADOWS LLC,-1
1585,154056,EVANSVILLE STATE HOSPITAL,-1
1586,154057,OPTIONS BEHAVIORAL HEALTH SYSTEM,-1
1587,154058,DOCTORS NEUROPSYCHIATRIC HOSPITAL,-1
1588,154059,SYCAMORE SPRINGS,-1
1589,154060,"PARK CENTER, INC",-1
1590,154061,MEDICAL BEHAVIORAL HOSPITAL - MISHAWAKA,-1
1591,154063,"NEUROPSYCHIATRIC HOSPITAL OF INDIANAPOLIS, LLC",-1
1592,154064,ASSURANCE HEALTH PSYCHIATRIC HOSPITAL,-1
1593,154065,NEURO BEHAVIORAL HOSPITAL,-1
1594,160001,UNITYPOINT HEALTH - MARSHALLTOWN,3
1595,160005,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,5
1596,160008,KEOKUK AREA HOSPITAL,2
1597,160013,TRINITY MUSCATINE,5
1598,160016,TRINITY REGIONAL MEDICAL CENTER,4
1599,160028,CHI HEALTH MERCY COUNCIL BLUFFS,4
1600,160029,MERCY HOSPITAL,5
1601,160030,MARY GREELEY MEDICAL CENTER,4
1602,160032,MERCYONE NEWTON MEDICAL CENTER,4
1603,160033,GENESIS MEDICAL CENTER-DAVENPORT,4
1604,160040,"SARTORI MEMORIAL HOSPITAL, INC",5
1605,160045,ST LUKES HOSPITAL,4
1606,160047,METHODIST JENNIE EDMUNDSON,4
1607,160057,SOUTHEAST IOWA REGIONAL MEDICAL CENTER,2
1608,160058,UNIVERSITY OF IOWA HOSPITAL & CLINICS,4
1609,160064,MERCYONE NORTH IOWA MEDICAL CENTER,2
1610,160067,MERCYONE WATERLOO MEDICAL CENTER,2
1611,160069,MERCYONE DUBUQUE MEDICAL CENTER,5
1612,160079,MERCY MEDICAL CENTER - CEDAR RAPIDS,5
1613,160080,MERCYONE CLINTON MEDICAL CENTER,2
1614,160082,UNITYPOINT HEALTH - DES MOINES IOWA METHODIST MEDI,3
1615,160083,MERCYONE DES MOINES MEDICAL CENTER,3
1616,160089,OTTUMWA REGIONAL HEALTH CENTER,3
1617,160101,BROADLAWNS MEDICAL CENTER,2
1618,160104,TRINITY - BETTENDORF,3
1619,160110,ALLEN HOSPITAL,4
1620,160112,SPENCER MUNICIPAL HOSPITAL,4
1621,160117,FINLEY HOSPITAL,5
1622,160124,LAKES REGIONAL HEALTHCARE,5
1623,160146,ST LUKES REGIONAL MEDICAL CENTER,2
1624,160147,GRINNELL REGIONAL MEDICAL CENTER,4
1625,160153,MERCYONE SIOUXLAND MEDICAL CENTER,2
1626,161300,MERCYONE PRIMGHAR MEDICAL CENTER,-1
1627,161301,IOWA SPECIALTY HOSPITAL - BELMOND,-1
1628,161302,IOWA SPECIALTY HOSPITAL - CLARION,-1
1629,161303,GRUNDY COUNTY MEMORIAL HOSPITAL,-1
1630,161304,CHI HEALTH - MERCY CORNING,-1
1631,161305,POCAHONTAS COMMUNITY HOSPITAL,-1
1632,161306,JONES REGIONAL MEDICAL CENTER,-1
1633,161307,HANCOCK COUNTY HEALTH SYSTEM,-1
1634,161308,FRANKLIN GENERAL HOSPITAL,-1
1635,161309,CHI HEALTH MISSOURI VALLEY,4
1636,161310,ADAIR COUNTY MEMORIAL HOSPITAL,-1
1637,161311,HAWARDEN REGIONAL HEALTHCARE,-1
1638,161312,GUTTENBERG MUNICIPAL HOSPITAL,-1
1639,161313,GENESIS MEDICAL CENTER-DEWITT,-1
1640,161314,GUTHRIE COUNTY HOSPITAL,-1
1641,161315,KEOKUK COUNTY HEALTH CENTER,-1
1642,161316,GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS,-1
1643,161317,COMPASS MEMORIAL HEALTHCARE,-1
1644,161318,VETERANS MEMORIAL HOSPITAL,-1
1645,161319,MERCYONE ELKADER MEDICAL CENTER,-1
1646,161320,COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER,-1
1647,161321,AVERA MERRILL PIONEER HOSPITAL,-1
1648,161322,DALLAS COUNTY HOSPITAL,-1
1649,161323,MITCHELL COUNTY REGIONAL HEALTH,4
1650,161324,GEORGE C GRAPE COMMUNITY HOSPITAL,-1
1651,161325,GREENE COUNTY MEDICAL CENTER,-1
1652,161326,MADISON COUNTY MEMORIAL HOSPITAL,-1
1653,161327,DAVIS COUNTY HOSPITAL,-1
1654,161328,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,-1
1655,161329,JACKSON COUNTY REGIONAL HEALTH CENTER,-1
1656,161330,AUDUBON COUNTY MEMORIAL HOSPITAL,-1
1657,161331,MERCY MEDICAL CENTER-NEW HAMPTON,-1
1658,161332,MANNING REGIONAL HEALTHCARE CENTER,-1
1659,161333,STORY COUNTY HOSPITAL,-1
1660,161334,HUMBOLDT COUNTY MEMORIAL HOSPITAL,-1
1661,161335,BUCHANAN COUNTY HEALTH CENTER,-1
1662,161336,HEGG MEMORIAL HEALTH CENTER,-1
1663,161337,VAN BUREN COUNTY HOSPITAL,-1
1664,161338,MERCYONE OELWEIN MEDICAL CENTER,-1
1665,161339,WAVERLY HEALTH CENTER,4
1666,161340,DECATUR COUNTY HOSPITAL,-1
1667,161341,LUCAS COUNTY HEALTH CENTER,-1
1668,161342,MONROE COUNTY HOSPITAL,-1
1669,161343,REGIONAL MEDICAL CENTER,-1
1670,161344,WASHINGTON COUNTY HOSPITAL AND CLINICS,4
1671,161345,OSCEOLA COMMUNITY HOSPITAL,-1
1672,161346,SIOUX CENTER HEALTH,-1
1673,161347,FLOYD COUNTY MEDICAL CENTER,-1
1674,161348,CLARKE COUNTY HOSPITAL,-1
1675,161349,VIRGINIA GAY HOSPITAL,-1
1676,161350,STEWART MEMORIAL COMMUNITY HOSPITAL,-1
1677,161351,AVERA HOLY FAMILY HOSPITAL,-1
1678,161352,CLARINDA REGIONAL HEALTH CENTER,4
1679,161353,KOSSUTH REGIONAL HEALTH CENTER,4
1680,161354,HORN MEMORIAL HOSPITAL,-1
1681,161355,KNOXVILLE HOSPITAL & CLINICS,4
1682,161356,HENRY COUNTY HEALTH CENTER,-1
1683,161357,PALO ALTO COUNTY HOSPITAL,-1
1684,161358,WAYNE COUNTY HOSPITAL,3
1685,161359,BURGESS HEALTH CENTER,-1
1686,161360,ORANGE CITY AREA HEALTH SYSTEM,-1
1687,161361,VAN DIEST MEDICAL CENTER,4
1688,161362,CHEROKEE REGIONAL MEDICAL CENTER,3
1689,161363,MONTGOMERY COUNTY MEMORIAL HOSPITAL,2
1690,161364,JEFFERSON COUNTY HEALTH CENTER,2
1691,161365,GREATER REGIONAL MEDICAL CENTER,-1
1692,161366,SHENANDOAH MEDICAL CENTER,-1
1693,161367,PELLA REGIONAL HEALTH CENTER,5
1694,161368,FLOYD VALLEY HEALTHCARE,-1
1695,161369,CRAWFORD COUNTY MEMORIAL HOSPITAL,2
1696,161370,LORING HOSPITAL,-1
1697,161371,WINNESHIEK MEDICAL CENTER,-1
1698,161372,BOONE COUNTY HOSPITAL,4
1699,161373,RINGGOLD COUNTY HOSPITAL,-1
1700,161374,MYRTUE MEDICAL CENTER,-1
1701,161375,BUENA VISTA REGIONAL MEDICAL CENTER,3
1702,161376,CASS COUNTY MEMORIAL HOSPITAL,5
1703,161377,MERCYONE CENTERVILLE MEDICAL CENTER,-1
1704,161378,MERCYONE DYERSVILLE MEDICAL CENTER,-1
1705,161379,MAHASKA  HEALTH PARTNERSHIP,4
1706,161380,HANSEN FAMILY HOSPITAL,-1
1707,161381,SANFORD SHELDON MEDICAL CENTER,4
1708,164002,MENTAL HEALTH INSTITUTE,-1
1709,164003,MENTAL HEALTH INSTITUTE,-1
1710,164007,CLIVE BEHAVIORAL HEALTH,-1
1711,170006,VIA CHRISTI HOSPITAL PITTSBURG INC,2
1712,170009,SAINT JOHN HOSPITAL,5
1713,170012,SALINA REGIONAL HEALTH CENTER,2
1714,170013,HAYS MEDICAL CENTER,3
1715,170014,ADVENTHEALTH OTTAWA,4
1716,170016,UNIVERSITY OF KANSAS HEALTH SYSTEM - ST FRANCIS CAMPUS,3
1717,170017,SUSAN B ALLEN MEMORIAL HOSPITAL,2
1718,170020,HUTCHINSON REGIONAL MEDICAL CENTER INC,3
1719,170023,ST CATHERINE HOSPITAL,2
1720,170027,PRATT REGIONAL MEDICAL CENTER,5
1721,17002F,Irwin ACH (FT Riley),-1
1722,170040,UNIVERSITY OF KANSAS HOSPITAL,4
1723,170049,OLATHE MEDICAL CENTER,3
1724,170068,SOUTHWEST MEDICAL CENTER,2
1725,170074,GEARY COMMUNITY HOSPITAL,2
1726,170075,"MERCY HOSPITAL, INC",-1
1727,170086,STORMONT VAIL HOSPITAL,3
1728,170103,NMC HEALTH,5
1729,170104,ADVENTHEALTH SHAWNEE MISSION,5
1730,170105,MCPHERSON HOSPITAL,3
1731,170109,MIAMI COUNTY MEDICAL CENTER,-1
1732,170110,BOB WILSON MEMORIAL GRANT COUNTY HOSPITAL,-1
1733,170120,LABETTE HEALTH,4
1734,170122,"ASCENSION VIA CHRISTI HOSPITALS WICHITA, INC.",1
1735,170123,WESLEY MEDICAL CENTER,4
1736,170137,LMH,4
1737,170142,"ASCENSION VIA CHRISTI HOSPITAL MANHATTAN, INC",3
1738,170145,"COFFEYVILLE REGIONAL MEDICAL CENTER, INC",3
1739,170146,PROVIDENCE MEDICAL CENTER,4
1740,170150,SOUTH CENTRAL KS  MED CENTER,3
1741,170166,MORTON COUNTY HOSPITAL,-1
1742,170175,WESTERN PLAINS MEDICAL COMPLEX,3
1743,170176,OVERLAND PARK REG MED CTR,4
1744,170182,MENORAH MEDICAL CENTER,4
1745,170183,KANSAS SURGERY & RECOVERY CENTER,5
1746,170185,SAINT LUKE'S SOUTH HOSPITAL,5
1747,170186,KANSAS HEART HOSPITAL,3
1748,170187,SALINA SURGICAL HOSPITAL,-1
1749,170188,KANSAS CITY ORTHOPAEDIC INSTITUTE,-1
1750,170190,MANHATTAN SURGICAL HOSPITAL LLC,-1
1751,170191,UNIVERSITY  OF KS HLTH SYSTEM GREAT BEND CAMPUS,3
1752,170194,DOCTORS HOSPITAL LLC,-1
1753,170196,"KANSAS SPINE & SPECIALTY HOSPITAL, LLC",-1
1754,170197,KANSAS MEDICAL CENTER LLC,3
1755,170198,"SUMMIT SURGICAL, LLC",-1
1756,170199,MINIMALLY INVASIVE SURGERY HOSPITAL,-1
1757,170200,"VIA CHRISTI HOSPITAL WICHITA ST TERESA, INC",2
1758,170203,MERCY SPECIALTY HOSPITAL SOUTHEAST KANSAS,-1
1759,170204,"ROCK REGIONAL HOSPITAL, LLC",-1
1760,171300,GRISELL MEMORIAL HOSPITAL,-1
1761,171301,ELLINWOOD DISTRICT HOSPITAL,-1
1762,171303,LANE COUNTY HOSPITAL,-1
1763,171304,ASHLAND HEALTH CENTER,-1
1764,171306,WICHITA COUNTY HEALTH CENTER,-1
1765,171307,RAWLINS COUNTY HEALTH CENTER,-1
1766,171308,MERCY HOSPITAL COLUMBUS,-1
1767,171309,JEWELL COUNTY HOSPITAL,-1
1768,171310,CHEYENNE COUNTY HOSPITAL,-1
1769,171311,ROOKS COUNTY HEALTH CENTER,-1
1770,171312,COMANCHE COUNTY HOSPITAL,-1
1771,171313,KEARNY COUNTY HOSPITAL,-1
1772,171314,F W HUSTON MEDICAL CENTER,-1
1773,171315,NEMAHA VALLEY COMMUNITY HOSPITAL,-1
1774,171316,ANDERSON COUNTY HOSPITAL,-1
1775,171317,EDWARDS COUNTY HOSPITAL,-1
1776,171318,SEDAN CITY HOSPITAL,-1
1777,171319,HOLTON COMMUNITY HOSPITAL,-1
1778,171321,MEADE DISTRICT HOSPITAL,-1
1779,171322,HAMILTON COUNTY HOSPITAL,-1
1780,171323,STAFFORD COUNTY HOSPITAL,-1
1781,171324,"SATANTA DISTRICT HOSPITAL, CLINICS, & LTCU",-1
1782,171325,GRAHAM COUNTY HOSPITAL,-1
1783,171326,LOGAN COUNTY HOSPITAL,-1
1784,171327,ELLSWORTH COUNTY MEDICAL CENTER,3
1785,171328,OTTAWA COUNTY HEALTH CENTER,-1
1786,171329,SUMNER COUNTY HOSPITAL DISTRICT NO 1,-1
1787,171330,HOSPITAL DISTRICT #1 OF RICE COUNTY,-1
1788,171331,KIOWA DISTRICT HOSPITAL,-1
1789,171332,KIOWA COUNTY MEMORIAL HOSPITAL,-1
1790,171333,CLARA BARTON HOSPITAL,-1
1791,171334,MEDICINE LODGE MEMORIAL HOSPITAL,-1
1792,171335,STEVENS COUNTY HOSPITAL,-1
1793,171336,NESS COUNTY HOSPITAL DISTRICT #2,-1
1794,171337,WAMEGO HEALTH CENTER,-1
1795,171338,GREAT PLAINS OF SABETHA,-1
1796,171339,GREENWOOD COUNTY HOSPITAL,3
1797,171340,HERINGTON HOSPITAL,-1
1798,171341,HIAWATHA COMMUNITY HOSPITAL,3
1799,171342,RUSH COUNTY MEMORIAL HOSPITAL,-1
1800,171343,STANTON COUNTY HOSPITAL,-1
1801,171344,WILSON MEDICAL CENTER,4
1802,171345,PAWNEE VALLEY COMMUNITY HOSPITAL,-1
1803,171346,HOSPITAL DISTRICT #6 PATTERSON HEALTH CENTER,-1
1804,171347,SHERIDAN COUNTY HOSPITAL,-1
1805,171348,NORTON COUNTY HOSPITAL,-1
1806,171349,CLOUD COUNTY HEALTH CENTER,-1
1807,171350,RUSSELL REGIONAL HOSPITAL,-1
1808,171351,WASHINGTON COUNTY HOSPITAL,-1
1809,171352,DECATUR COUNTY HOSPITAL,-1
1810,171353,PHILLIPS COUNTY HOSPITAL,-1
1811,171354,"COMMUNITY HOSPITAL, ONAGA AND ST MARYS CAMPUS",-1
1812,171355,TREGO COUNTY LEMKE MEMORIAL HOSPITAL,-1
1813,171356,ST LUKE HOSPITAL & LIVING CENTER,-1
1814,171357,HILLSBORO COMMUNITY HOSPITAL,-1
1815,171358,LINDSBORG COMMUNITY HOSPITAL,-1
1816,171359,GREELEY COUNTY HEALTH SERVICES,-1
1817,171360,LINCOLN COUNTY HOSPITAL,-1
1818,171361,REPUBLIC COUNTY HOSPITAL,-1
1819,171362,CITIZENS MEDICAL CENTER,3
1820,171363,"COMMUNITY MEMORIAL HEALTHCARE, INC.",4
1821,171364,OSBORNE COUNTY MEMORIAL HOSPITAL,-1
1822,171365,HANOVER HOSPITAL,-1
1823,171367,GOVE COUNTY MEDICAL CENTER,-1
1824,171368,MINNEOLA DISTRICT HOSPITAL,-1
1825,171369,HODGEMAN COUNTY HEALTH CENTER,-1
1826,171370,GOODLAND REGIONAL MEDICAL CENTER,4
1827,171371,CLAY COUNTY MEDICAL CENTER,3
1828,171372,SCOTT COUNTY HOSPITAL,-1
1829,171373,ALLEN COUNTY REGIONAL HOSPITAL,-1
