"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","HBIPS-2 Measure Description","HBIPS-2 Overall Rate Per 1000","HBIPS-2 Overall Num","HBIPS-2 Overall Den","HBIPS-2 Overall Footnote","HBIPS-3 Measure Description","HBIPS-3 Overall Rate Per 1000","HBIPS-3 Overall Num","HBIPS-3 Overall Den","HBIPS-3 Overall Footnote","HBIPS-5 Measure Description","HBIPS-5 %","HBIPS-5 Denominator","HBIPS-5 Footnote","SMD Measure Description","SMD %","SMD Denominator","SMD Footnote","SUB-2/-2a Measure Description","SUB-2 %","SUB-2 Denominator","SUB-2 Footnote","SUB-2a %","SUB-2a Denominator","SUB-2a Footnote","SUB-3/-3a Measure Description","SUB-3 %","SUB-3 Denominator","SUB-3 Footnote","SUB-3a %","SUB-3a Denominator","SUB-3a Footnote","TOB-2/-2a Measure_Desc","TOB-2 %","TOB-2 Denominator","TOB-2 Footnote","TOB-2a %","TOB-2a Denominator","TOB-2a Footnote","TOB-3/-3a Measure Description","TOB-3 %","TOB-3 Denominator","TOB-3 Footnote","TOB-3a %","TOB-3a Denominator","TOB-3a Footnote","TR-1 Measure Description","TR-1 %","TR-1 Denominator","TR-1 Footnote","TR-2 Measure Description","TR-2 %","TR-2 Denominator","TR-2 Footnote","Start Date","End Date","FUH Measure Description","FUH-30 %","FUH-30 Denominator","FUH-30 Footnote","FUH-7 %","FUH-7 Denominator","FUH-7 Footnote","FUH Measure Start Date","FUH Measure End Date","MedCont Measure Desc","MedCont %","MedCont Denominator","MedCont Footnote","MedCont Measure Start Date","MedCont Measure End Date","READM-30-IPF Measure Desc","READM-30-IPF Category","READM-30-IPF Denominator","READM-30-IPF Rate","READM-30-IPF Lower Estimate","READM-30-IPF Higher Estimate","READM-30-IPF Footnote","READM-30-IPF Start Date","READM-30-IPF End Date","IMM-2 Measure Description","IMM-2 %","IMM-2 Denominator","IMM-2 Footnote","Flu Season Start Date","Flu Season End Date","IPFQR-HCP COVID-19 Measure Description","IPFQR-HCP COVID-19 %","IPFQR-HCP COVID-19 Denominator","IPFQR-HCP COVID-19 Footnote","IPFQR-HCP COVID-19 Start Date","IPFQR-HCP COVID-19 End Date"
194115,REGIONS BEHAVIORAL HOSPITAL,8416 CUMBERLAND,BATON ROUGE,LA,70806,E. BATON ROUGE,Hours of physical-restraint use,0.00,0.27,7301,,Hours of seclusion use,0.00,0.57,7301,,Patients discharged on multiple antipsychotic medications with appropriate justification,10.00,156,,Screening for metabolic disorders (SMD),97,156,,Alcohol use brief intervention provided or offered,100,108,,98,108,,Alcohol and other drug use disorder treatment provided or offered at discharge,41,58,,38,58,,Tobacco use treatment provided or offered,100,450,,10,450,,Tobacco use treatment provided or offered at discharge,84,450,,8,450,,Transition record with specified elements received by discharged patients (TR1),99,965,,Timely transmission of transition record (TR2),50,965,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,5,Not Available,Not Available,5,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,5,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),2,523,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),78.9,112,,10/01/2021,12/31/2021
194116,LOUISIANA BEHAVIORAL HEALTH,9320 LINWOOD AVENUE,SHREVEPORT,LA,71106,CADDO,Hours of physical-restraint use,Not Available,Not Available,Not Available,5,Hours of seclusion use,Not Available,Not Available,Not Available,5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,5,Screening for metabolic disorders (SMD),Not Available,Not Available,5,Alcohol use brief intervention provided or offered,Not Available,Not Available,5,Not Available,Not Available,5,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,5,Not Available,Not Available,5,Tobacco use treatment provided or offered,Not Available,Not Available,5,Not Available,Not Available,5,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,5,Not Available,Not Available,5,Transition record with specified elements received by discharged patients (TR1),Not Available,Not Available,5,Timely transmission of transition record (TR2),Not Available,Not Available,5,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,5,Not Available,Not Available,5,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,5,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),Not Available,Not Available,5,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),87.6,340,,10/01/2021,12/31/2021
200009,MAINE MEDICAL CENTER,22 BRAMHALL ST,PORTLAND,ME,04102,CUMBERLAND,Hours of physical-restraint use,0.16,29.6,7781,,Hours of seclusion use,0.15,27.9,7781,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),74,166,,Alcohol use brief intervention provided or offered,15,67,,15,67,,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,50,20,,20,20,,Tobacco use treatment provided or offered at discharge,46,13,,8,13,,Transition record with specified elements received by discharged patients (TR1),18,225,,Timely transmission of transition record (TR2),18,225,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,66.7,15,,40,15,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,172,17.7,13.5,22.3,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),70,77,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),98.3,10192,,10/01/2021,12/31/2021
200019,SOUTHERN MAINE HEALTH CARE,1 MEDICAL CENTER DRIVE,BIDDEFORD,ME,04005,YORK,Hours of physical-restraint use,0.01,0.96,3449,,Hours of seclusion use,0.08,6.58,3449,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),63,118,,Alcohol use brief intervention provided or offered,66,67,,55,67,,Alcohol and other drug use disorder treatment provided or offered at discharge,59,94,,55,94,,Tobacco use treatment provided or offered,26,110,,1,110,,Tobacco use treatment provided or offered at discharge,5,76,,0,76,,Transition record with specified elements received by discharged patients (TR1),30,193,,Timely transmission of transition record (TR2),28,193,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,56.7,30,,43.3,30,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,80.5,87,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,140,19.6,15.4,24.5,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),96,195,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),98.1,2124,,10/01/2021,12/31/2021
200034,ST MARY'S REGIONAL MEDICAL CENTER,93 CAMPUS AVENUE - PO BOX 291,LEWISTON,ME,04243,ANDROSCOGGIN,Hours of physical-restraint use,0.19,32.29,7114,,Hours of seclusion use,1.25,213.83,7114,,Patients discharged on multiple antipsychotic medications with appropriate justification,70.00,27,,Screening for metabolic disorders (SMD),79,383,,Alcohol use brief intervention provided or offered,8,39,,5,39,,Alcohol and other drug use disorder treatment provided or offered at discharge,80,224,,41,224,,Tobacco use treatment provided or offered,57,293,,47,293,,Tobacco use treatment provided or offered at discharge,80,267,,1,267,,Transition record with specified elements received by discharged patients (TR1),92,553,,Timely transmission of transition record (TR2),81,553,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,63,46,,32.6,46,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,78.4,139,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,203,17.1,13.1,21.6,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),58,266,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),99.8,1510,,10/01/2021,12/31/2021
200052,NORTHERN MAINE MEDICAL CENTER,194 E MAIN STREET,FORT KENT,ME,04743,AROOSTOOK,Hours of physical-restraint use,0.09,6.91,3166,,Hours of seclusion use,0.22,16.73,3166,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),100,181,,Alcohol use brief intervention provided or offered,97,31,,97,31,,Alcohol and other drug use disorder treatment provided or offered at discharge,100,21,,100,21,,Tobacco use treatment provided or offered,100,66,,98,66,,Tobacco use treatment provided or offered at discharge,98,60,,98,60,,Transition record with specified elements received by discharged patients (TR1),98,412,,Timely transmission of transition record (TR2),97,412,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,87,23,,34.8,23,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,90,18.5,13.8,24.5,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),100,202,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),98.7,198,,10/01/2021,12/31/2021
204004,DOROTHEA DIX PSYCHIATRIC CENTER,656 STATE STREET,BANGOR,ME,04401,PENOBSCOT,Hours of physical-restraint use,0.03,6.72,10590,,Hours of seclusion use,0.03,7.82,10590,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),100,73,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,75,24,,58,24,,Tobacco use treatment provided or offered at discharge,5,21,,0,21,,Transition record with specified elements received by discharged patients (TR1),86,93,,Timely transmission of transition record (TR2),85,93,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),46,35,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),100,221,,10/01/2021,12/31/2021
204005,SPRING HARBOR HOSPITAL,123 ANDOVER ROAD,WESTBROOK,ME,04092,CUMBERLAND,Hours of physical-restraint use,0.34,240.48,29409,,Hours of seclusion use,0.37,264.47,29409,,Patients discharged on multiple antipsychotic medications with appropriate justification,18.00,17,,Screening for metabolic disorders (SMD),58,417,,Alcohol use brief intervention provided or offered,94,99,,92,99,,Alcohol and other drug use disorder treatment provided or offered at discharge,99,220,,45,220,,Tobacco use treatment provided or offered,56,213,,36,213,,Tobacco use treatment provided or offered at discharge,82,210,,6,210,,Transition record with specified elements received by discharged patients (TR1),94,811,,Timely transmission of transition record (TR2),81,811,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,65.8,79,,41.8,79,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,81.7,218,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better than the National Rate,407,15.9,13.3,19.3,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),49,366,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),98.9,1116,,10/01/2021,12/31/2021
204006,NORTHERN LIGHT ACADIA HOSPITAL,268 STILLWATER AVE,BANGOR,ME,04401,PENOBSCOT,Hours of physical-restraint use,0.51,291.76,23987,,Hours of seclusion use,0.00,0,23987,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),96,338,,Alcohol use brief intervention provided or offered,52,50,,52,50,,Alcohol and other drug use disorder treatment provided or offered at discharge,32,167,,25,167,,Tobacco use treatment provided or offered,83,213,,73,213,,Tobacco use treatment provided or offered at discharge,4,182,,2,182,,Transition record with specified elements received by discharged patients (TR1),98,612,,Timely transmission of transition record (TR2),98,612,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,76.3,76,,44.7,76,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,81.8,203,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better than the National Rate,369,16.2,13.1,19.9,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),55,491,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),99.5,795,,10/01/2021,12/31/2021
204008,RIVERVIEW PSYCHIATRIC CENTER,250 ARSENAL ST,AUGUSTA,ME,04330,KENNEBEC,Hours of physical-restraint use,0.08,43.23,21874,,Hours of seclusion use,2.06,1079.8,21874,,Patients discharged on multiple antipsychotic medications with appropriate justification,100.00,51,,Screening for metabolic disorders (SMD),89,151,,Alcohol use brief intervention provided or offered,87,87,,76,87,,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,82,61,,66,61,,Tobacco use treatment provided or offered at discharge,0,58,,0,58,,Transition record with specified elements received by discharged patients (TR1),87,188,,Timely transmission of transition record (TR2),82,188,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,60.7,28,,21.4,28,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,54,17.8,12.9,24.0,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),61,33,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,5,10/01/2021,12/31/2021
214000,"SHEPPARD AND ENOCH PRATT HOSPITAL, THE",6501 NORTH  CHARLES STREET,BALTIMORE,MD,21204,BALTIMORE,Hours of physical-restraint use,0.77,1774,96177,,Hours of seclusion use,0.66,1513,96177,,Patients discharged on multiple antipsychotic medications with appropriate justification,66.00,341,,Screening for metabolic disorders (SMD),29,4083,,Alcohol use brief intervention provided or offered,73,863,,68,863,,Alcohol and other drug use disorder treatment provided or offered at discharge,74,1520,,62,1520,,Tobacco use treatment provided or offered,88,2009,,59,2009,,Tobacco use treatment provided or offered at discharge,91,1575,,7,1575,,Transition record with specified elements received by discharged patients (TR1),93,6749,,Timely transmission of transition record (TR2),73,6749,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,62.1,269,,40.1,269,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,79.4,645,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,1115,18.1,16.0,20.5,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),86,3256,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,5,10/01/2021,12/31/2021
214002,EASTERN SHORE HOSPITAL CENTER,POST OFFICE BOX 800,CAMBRIDGE,MD,21613,DORCHESTER,Hours of physical-restraint use,0.01,8.98,27035,,Hours of seclusion use,0.26,167.47,27035,,Patients discharged on multiple antipsychotic medications with appropriate justification,100.00,25,,Screening for metabolic disorders (SMD),100,54,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,14,14,,7,14,,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),91,75,,Timely transmission of transition record (TR2),91,75,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,5,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),86,14,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),85.6,200,,10/01/2021,12/31/2021
214003,BROOK LANE HEALTH SERVICES,13215  BROOK LANE DRIVE,HAGERSTOWN,MD,21742,WASHINGTON,Hours of physical-restraint use,0.09,34.65,15400,,Hours of seclusion use,1.84,680.03,15400,,Patients discharged on multiple antipsychotic medications with appropriate justification,0.00,21,,Screening for metabolic disorders (SMD),91,317,,Alcohol use brief intervention provided or offered,0,23,,0,23,,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,0,59,,0,59,,Tobacco use treatment provided or offered at discharge,0,56,,0,56,,Transition record with specified elements received by discharged patients (TR1),100,599,,Timely transmission of transition record (TR2),100,599,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,62.1,66,,34.8,66,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,73.5,132,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,245,17.7,14.0,22.1,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),58,284,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),7.8,647,,10/01/2021,12/31/2021
214004,SPRINGFIELD HOSPITAL CENTER,6655 SYKESVILLE ROAD,SYKESVILLE,MD,21784,CARROLL,Hours of physical-restraint use,0.74,1336.13,75706,,Hours of seclusion use,0.06,111.42,75706,,Patients discharged on multiple antipsychotic medications with appropriate justification,91.00,54,,Screening for metabolic disorders (SMD),88,102,,Alcohol use brief intervention provided or offered,100,16,,100,16,,Alcohol and other drug use disorder treatment provided or offered at discharge,18,28,,11,28,,Tobacco use treatment provided or offered,100,21,,57,21,,Tobacco use treatment provided or offered at discharge,20,15,,7,15,,Transition record with specified elements received by discharged patients (TR1),87,150,,Timely transmission of transition record (TR2),68,150,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),48,21,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),91.9,775,,10/01/2021,12/31/2021
214012,THOMAS B FINAN CENTER,"10102 COUNTRY CLUB ROAD,  POST OFFICE BOX 1722",CUMBERLAND,MD,21502,ALLEGANY,Hours of physical-restraint use,0.12,64.05,22985,,Hours of seclusion use,0.10,52.92,22985,,Patients discharged on multiple antipsychotic medications with appropriate justification,62.00,16,,Screening for metabolic disorders (SMD),100,46,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),92,60,,Timely transmission of transition record (TR2),87,60,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,5,Not Available,Not Available,5,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),Not Available,Not Available,1,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),82.7,231,,10/01/2021,12/31/2021
214018,SPRING GROVE HOSPITAL CENTER,55 WADE AVENUE,CATONSVILLE,MD,21228,BALTIMORE,Hours of physical-restraint use,0.13,374.62,120771,,Hours of seclusion use,0.01,24.83,120771,,Patients discharged on multiple antipsychotic medications with appropriate justification,100.00,41,,Screening for metabolic disorders (SMD),100,129,,Alcohol use brief intervention provided or offered,100,11,,100,11,,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,100,12,,42,12,,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),100,235,,Timely transmission of transition record (TR2),100,235,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),6,34,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,5,10/01/2021,12/31/2021
214020,LUMINIS HEALTH J KENT MCNEW FAMILY MEDICAL CENTER,175 HARRY S  TRUMAN  PARKWAY,ANNAPOLIS,MD,21401,ANNE ARUNDEL,Hours of physical-restraint use,Not Available,Not Available,Not Available,5,Hours of seclusion use,Not Available,Not Available,Not Available,5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,5,Screening for metabolic disorders (SMD),Not Available,Not Available,5,Alcohol use brief intervention provided or offered,Not Available,Not Available,5,Not Available,Not Available,5,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,5,Not Available,Not Available,5,Tobacco use treatment provided or offered,Not Available,Not Available,5,Not Available,Not Available,5,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,5,Not Available,Not Available,5,Transition record with specified elements received by discharged patients (TR1),Not Available,Not Available,5,Timely transmission of transition record (TR2),Not Available,Not Available,5,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,5,Not Available,Not Available,5,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,5,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),Not Available,Not Available,5,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),85.8,77,,10/01/2021,12/31/2021
220001,"HEALTHALLIANCE HOSPITALS, INC",60 HOSPITAL ROAD,LEOMINSTER,MA,01453,WORCESTER,Hours of physical-restraint use,0.24,32.4,5654,,Hours of seclusion use,0.00,0,5654,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),77,217,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),90,350,,Timely transmission of transition record (TR2),48,350,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,297,19.4,15.4,24.0,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),98,181,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),92,122,,10/01/2021,12/31/2021
