,Facility ID,Facility Name,City,State,ZIP Code,HBIPS-5 %,SMD %,SUB-2 %,SUB-3 %,TOB-2 %,TOB-3 %,TR-2 %,FUH-30 %,FUH-7 %,MedCont %,READM-30-IPF Rate,HBIPS-2 %,HBIPS-3 %,lat,lon
331,110010,EMORY UNIVERSITY HOSPITAL,ATLANTA,GA,30322,59.0,97.0,40.0,91.0,94.0,82.0,87.0,66.7,44.9,69.5,20.4,0.05,0.62,33.795204,-84.324824
332,110015,TANNER MEDICAL CENTER VILLA RICA,VILLA RICA,GA,30180,65.0,92.0,90.0,99.0,93.0,84.0,92.0,38.6,22.7,63.2,25.2,0.07,0.11,33.705546,-84.975668
333,110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC",GAINESVILLE,GA,30501,48.94,96.0,76.0,98.0,80.0,83.0,20.0,44.6,24.6,69.9,24.0,0.16,0.06,34.334398,-83.837912
334,110038,JOHN D ARCHBOLD MEMORIAL HOSPITAL,THOMASVILLE,GA,31792,56.0,61.0,100.0,98.0,75.0,70.0,94.0,0.0,0.0,76.62,26.3,0.03,0.1,30.825551,-83.950795
335,110054,FLOYD MEDICAL CENTER,ROME,GA,30162,59.0,78.0,97.0,99.0,88.0,83.0,85.0,46.9,35.9,75.4,20.1,0.43,0.35,34.290508,-85.213817
336,110071,APPLING HOSPITAL,BAXLEY,GA,31513,100.0,100.0,100.0,100.0,100.0,100.0,100.0,42.78,20.67,78.81,19.4,0.0,3.12,31.756861,-82.350837
337,110073,DORMINY MEDICAL CENTER,FITZGERALD,GA,31750,0.0,100.0,74.3,48.61,67.69,79.36,100.0,59.8,35.8,69.46,20.8,0.0,0.0,31.748753,-83.235412
338,110079,GRADY MEMORIAL HOSPITAL,ATLANTA,GA,30303,58.0,88.0,97.0,16.0,65.0,16.0,0.0,23.8,14.3,66.7,23.1,0.1,0.34,33.752456,-84.392026
339,110092,DODGE COUNTY HOSPITAL,EASTMAN,GA,31023,46.63,98.0,100.0,100.0,100.0,100.0,100.0,42.83,20.71,69.37,20.6,0.0,0.27,32.143564,-83.194358
340,110101,COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR,ADEL,GA,31620,85.79,94.0,73.66,55.33,79.51,86.44,59.0,56.51,32.88,70.16,23.1,0.0,0.0,31.151742,-83.407143
341,110107,ATRIUM HEALTH NAVICENT THE MEDICAL CENTER,MACON,GA,31201,46.78,99.0,86.09,74.0,95.0,79.0,81.0,26.7,13.3,70.14,16.2,19.71,17.79,32.827949,-83.595066
342,110109,EMANUEL MEDICAL CENTER,SWAINSBORO,GA,30401,35.0,75.0,6.0,2.0,22.0,2.0,10.0,57.1,28.6,74.55,21.2,0.0,1.33,32.569871,-82.346181
343,110115,WELLSTAR ATLANTA MEDICAL CENTER,ATLANTA,GA,30312,86.93,48.0,40.0,57.0,63.0,42.0,0.0,19.6,5.9,49.4,21.2,0.26,0.65,33.829743,-84.381529
344,110129,ST FRANCIS HOSPITAL- EMORY HEALTHCARE,COLUMBUS,GA,31995,24.0,97.0,100.0,95.0,78.0,61.0,70.0,48.1,24.1,68.5,19.5,0.85,0.04,32.495841,-84.963981
345,110142,EVANS MEMORIAL HOSPITAL,CLAXTON,GA,30417,42.12,87.82,90.78,70.83,90.7,77.55,82.37,50.31,27.37,78.66,21.45,0.29,0.22,32.160611,-81.923832
346,110164,"COLISEUM MEDICAL CENTERS, LLC, DBA",MACON,GA,31217,100.0,99.0,100.0,88.0,99.0,86.0,78.0,58.3,33.3,60.6,19.3,0.0,0.02,32.811767,-83.565009
347,110165,SOUTHERN REGIONAL MEDICAL CENTER,RIVERDALE,GA,30274,63.93,100.0,66.62,80.66,73.71,51.63,100.0,42.1,26.3,70.79,25.0,0.0,0.0,33.555536,-84.397997
348,110190,FLINT RIVER COMMUNITY HOSPITAL,MONTEZUMA,GA,31063,0.0,100.0,0.0,31.0,0.0,2.0,0.0,12.5,5.0,70.9,20.5,0.0,0.0,32.240448,-83.863997
349,110192,EASTSIDE MEDICAL CENTER,SNELLVILLE,GA,30078,100.0,100.0,100.0,100.0,100.0,100.0,85.0,44.0,44.0,74.8,23.1,0.04,0.09,33.863454,-84.008066
350,110194,DONALSONVILLE HOSPITAL INC,DONALSONVILLE,GA,39845,82.0,100.0,100.0,97.0,94.0,98.0,97.0,8.3,8.3,79.51,22.4,0.36,0.3,30.96,-84.88
351,110209,TURNING POINT HOSPITAL,MOULTRIE,GA,31788,100.0,75.0,96.0,100.0,100.0,98.0,81.0,48.4,28.5,72.0,18.1,0.03,0.03,31.12,-83.7
352,110234,SGMC BERRIEN CAMPUS,NASHVILLE,GA,31639,52.82,96.0,85.53,100.0,90.0,53.0,91.0,50.0,25.0,78.31,17.8,0.0,0.0,31.199826,-83.218233
353,111311,JENKINS COUNTY MEDICAL CENTER,MILLEN,GA,30442,0.0,75.0,88.78,0.0,91.94,46.45,3.0,46.31,23.81,72.3,19.37,0.0,0.0,32.779376,-81.973904
354,111314,LIFEBRITE COMMUNITY HOSPITAL OF EARLY,BLAKELY,GA,39823,78.49,89.87,92.14,66.45,95.27,53.86,71.79,44.85,22.51,70.89,21.6,0.4,0.31,31.37,-84.94
355,111324,CHATUGE REGIONAL HOSPITAL,HIAWASSEE,GA,30546,37.65,100.0,55.07,100.0,91.09,28.08,100.0,64.7,35.3,74.18,19.8,0.0,0.0,34.906339,-83.72739
356,111333,JEFF DAVIS HOSPITAL,HAZLEHURST,GA,31539,18.0,89.0,76.04,59.28,79.0,46.0,47.0,58.49,34.63,72.21,22.9,0.0,0.0,31.806871,-82.626991
357,114004,SUMMITRIDGE CENTER- PSYCHIATRY & ADDICTIVE MED,LAWRENCEVILLE,GA,30046,100.0,99.0,99.0,94.0,100.0,73.0,87.0,36.5,19.5,68.9,20.9,0.09,0.05,33.960353,-84.037859
358,114008,COASTAL HARBOR TREATMENT CENTER,SAVANNAH,GA,31406,53.0,83.0,61.0,59.0,100.0,33.0,48.0,35.5,17.7,70.2,18.4,0.1,0.55,31.975611,-81.086617
359,114010,PEACHFORD BEHAVIORAL HEALTH SYSTEM OF ATLANTA,ATLANTA,GA,30338,60.0,88.0,69.0,62.0,78.0,56.0,64.0,46.5,30.5,71.9,17.3,0.08,0.37,33.96685,-84.324916
360,114012,RIDGEVIEW INSTITUTE,SMYRNA,GA,30080,97.0,100.0,100.0,100.0,100.0,98.0,89.0,42.9,21.1,74.1,24.1,0.0,0.0,33.864604,-84.556181
361,114013,WEST CENTRAL GEORGIA REGIONAL HOSPITAL,COLUMBUS,GA,31917,79.0,0.0,80.35,91.37,78.92,36.96,15.0,47.82,25.15,69.15,22.01,1.17,0.96,32.491005,-84.874123
362,114016,ST SIMONS-BY-THE-SEA,SAINT SIMONS ISLAND,GA,31522,71.0,71.0,90.0,65.0,80.0,75.0,85.0,36.1,12.5,69.8,20.6,0.09,0.01,31.213223,-81.449141
363,114019,GEORGIA REGIONAL HOSPITAL ATLANTA,DECATUR,GA,30034,32.0,0.0,79.0,25.0,67.0,37.0,17.0,41.58,19.6,69.82,19.5,5.38,0.24,33.690757,-84.251171
364,114028,GEORGIA REGIONAL HOSP SAVANNAH,SAVANNAH,GA,31416,78.0,0.0,84.0,25.0,69.0,39.0,9.0,25.0,8.3,75.17,17.7,0.03,0.1,32.005255,-81.047711
365,114029,EAST CENTRAL REGIONAL HOSPITAL,AUGUSTA,GA,30906,66.0,0.0,50.0,54.0,72.0,53.0,2.0,40.7,18.82,75.66,19.3,0.69,0.17,33.358865,-82.009938
366,114032,SO CRESCENT BEH HLTH SYS - ANCHOR HOSPITAL CAMPUS,COLLEGE PARK,GA,30349,73.0,98.0,99.0,62.0,91.0,76.0,50.0,42.1,28.9,68.2,23.2,0.04,0.52,33.61806,-84.550147
367,114035,RIVERWOODS BEHAVIORAL HEALTH SYSTEM,RIVERDALE,GA,30274,53.0,52.0,86.0,43.0,88.0,72.0,41.0,36.3,21.1,71.3,23.2,0.17,0.06,33.555536,-84.397997
368,114036,GREENLEAF CENTER,VALDOSTA,GA,31602,39.0,9.0,78.0,12.0,63.0,67.0,27.0,35.6,25.0,71.0,20.5,0.02,0.08,30.893109,-83.327812
369,114037,RIDGEVIEW INSTITUTE MONROE,MONROE,GA,30655,93.0,99.0,100.0,76.0,95.0,65.0,93.0,32.8,9.8,71.0,20.8,0.03,0.02,33.788322,-83.701264
370,120004,WAHIAWA GENERAL HOSPITAL,WAHIAWA,HI,96786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.56,26.69,79.24,21.5,0.0,0.0,21.5324,-158.047735
371,120019,KONA COMMUNITY HOSPITAL,KEALAKEKUA,HI,96750,0.0,0.0,62.0,87.0,81.0,17.0,64.0,58.09,34.28,68.99,19.8,0.0,0.0,19.343913,-155.874923
372,121306,SAMUEL MAHELONA MEMORIAL HOSPITAL,KAPAA,HI,96746,73.0,1.0,27.0,62.0,50.0,32.0,0.0,47.26,24.65,76.72,20.01,0.0,0.18,22.074197,-159.406197
373,124001,KAHI MOHALA,EWA BEACH,HI,96706,87.08,100.0,66.06,52.0,76.49,57.41,47.0,57.05,33.35,75.64,19.71,0.28,0.11,21.34455,-158.01395
374,130002,ST LUKES MAGIC VALLEY MEDICAL CENTER,TWIN FALLS,ID,83301,73.73,92.0,83.0,97.0,95.0,94.0,75.0,58.1,48.4,78.0,16.9,0.04,0.04,42.443224,-114.629497
375,130003,ST JOSEPH REGIONAL MEDICAL CENTER,LEWISTON,ID,83501,29.0,98.0,97.0,60.0,77.0,64.0,97.0,41.2,11.8,74.23,15.4,4.88,44.57,46.3646,-116.860852
376,130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,IDAHO FALLS,ID,83404,91.0,98.0,100.0,88.0,99.0,93.0,71.0,68.2,27.3,76.0,20.5,0.13,0.08,43.433036,-111.660433
377,130028,PORTNEUF MEDICAL CENTER,POCATELLO,ID,83201,57.0,83.0,94.0,88.0,74.0,73.0,87.0,39.3,28.6,80.9,15.9,0.66,3.22,42.770177,-112.259807
378,131325,BINGHAM MEMORIAL HOSPITAL,BLACKFOOT,ID,83221,81.0,60.0,73.44,81.55,43.0,24.0,49.0,46.7,26.7,70.13,17.4,0.03,0.14,43.251328,-112.464518
379,134002,INTERMOUNTAIN HOSPITAL,BOISE,ID,83704,100.0,29.0,72.0,52.0,79.0,70.0,59.0,48.3,35.0,71.6,16.4,0.07,0.23,43.641467,-116.290009
380,134009,LIFEWAYS HOSPITAL,BOISE,ID,83704,40.53,76.01,76.84,67.6,79.96,70.39,70.95,59.61,35.63,78.07,19.3,0.4,0.31,43.641467,-116.290009
381,134010,STATE HOSPITAL SOUTH,BLACKFOOT,ID,83221,85.0,96.0,98.0,96.0,99.0,72.0,93.0,25.0,20.0,76.39,13.5,0.25,0.94,43.251328,-112.464518
382,134017,COTTONWOOD CREEK BEHAVIORAL HOSPITAL,MERIDIAN,ID,83642,50.0,49.0,68.0,35.0,53.0,37.0,89.0,41.5,26.4,74.95,20.0,0.02,0.37,43.579067,-116.421656
383,140008,LOYOLA GOTTLIEB MEMORIAL HOSPITAL,MELROSE PARK,IL,60160,71.57,100.0,0.0,0.0,0.0,0.0,99.0,55.6,16.7,79.4,20.9,0.0,0.0,41.91488,-87.858707
384,140010,NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL,EVANSTON,IL,60201,32.0,81.0,62.0,27.0,34.0,0.0,1.0,77.8,51.1,79.7,21.1,0.05,0.0,42.049148,-87.702155
385,140012,KATHERINE SHAW BETHEA HOSPITAL,DIXON,IL,61021,15.0,80.0,83.0,26.0,57.0,50.0,12.0,50.0,25.0,69.8,20.5,0.61,0.0,41.809229,-89.417156
386,140013,PROCTOR HOSPITAL,PEORIA,IL,61614,58.0,94.0,76.0,62.0,86.0,90.0,97.0,100.0,53.8,76.66,19.0,0.1,0.39,40.768117,-89.602647
387,140018,MT SINAI HOSPITAL MEDICAL CENTER,CHICAGO,IL,60608,35.57,82.0,89.0,97.0,94.0,97.0,78.0,29.2,8.3,71.1,25.2,3.55,0.0,41.811929,-87.68732
388,140034,SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,CENTRALIA,IL,62801,63.38,96.0,100.0,90.0,90.0,98.0,81.0,56.0,28.0,78.9,18.5,0.0,0.0,38.63831,-88.957758
389,140040,GALESBURG COTTAGE HOSPITAL,GALESBURG,IL,61401,96.0,100.0,96.51,66.86,67.86,51.63,96.0,41.39,19.43,74.09,14.2,0.0,0.0,40.964613,-90.213654
390,140054,MACNEAL  HOSPITAL,BERWYN,IL,60402,24.0,96.0,100.0,100.0,87.0,98.0,80.0,38.3,15.0,74.0,25.3,0.87,0.19,41.811929,-87.68732
391,140062,PALOS COMMUNITY HOSPITAL,PALOS HEIGHTS,IL,60463,73.0,85.0,100.0,98.0,93.0,95.0,73.0,73.1,28.8,80.2,21.4,0.17,0.0,41.811929,-87.68732
392,140082,LOUIS A WEISS MEMORIAL HOSPITAL,CHICAGO,IL,60640,26.0,38.0,25.0,81.32,26.0,42.16,60.0,27.3,18.2,71.85,24.0,0.0,0.0,41.811929,-87.68732
393,140095,SAINT ANTHONY HOSPITAL,CHICAGO,IL,60623,36.15,74.65,54.26,86.77,72.03,84.53,75.2,25.0,6.3,78.36,25.1,0.32,0.24,41.811929,-87.68732
394,140103,ST BERNARD HOSPITAL,CHICAGO,IL,60621,0.0,96.0,100.0,100.0,100.0,100.0,93.0,14.3,10.2,59.6,28.6,9.94,0.0,41.811929,-87.68732
395,140110,OSF SAINT ELIZABETH MDL CTR,OTTAWA,IL,61350,32.62,93.5,62.66,58.68,81.63,71.57,46.47,46.17,23.68,77.53,20.13,0.31,0.24,41.248925,-88.833337
396,140114,SWEDISH HOSPITAL,CHICAGO,IL,60625,82.0,98.0,100.0,95.0,96.0,93.0,96.0,47.1,20.6,65.0,26.1,1.19,0.0,41.811929,-87.68732
397,140119,RUSH UNIVERSITY MEDICAL CENTER,CHICAGO,IL,60612,53.56,72.0,64.0,49.0,5.0,1.0,24.0,72.0,44.0,81.4,22.9,7.34,0.0,41.811929,-87.68732
398,140122,ADVENTIST HINSDALE HOSPITAL,HINSDALE,IL,60521,71.46,94.0,92.0,94.0,81.0,0.0,83.0,52.4,38.1,73.56,20.9,0.11,0.0,41.78213,-87.966845
399,140125,GATEWAY REGIONAL MEDICAL CENTER,GRANITE CITY,IL,62040,57.0,94.0,99.0,80.0,80.0,58.0,55.0,50.0,13.6,67.0,25.8,0.02,1.12,38.802398,-90.1289
400,140135,DECATUR MEMORIAL HOSPITAL,DECATUR,IL,62526,73.62,100.0,65.05,80.67,87.73,53.16,95.0,69.2,30.8,75.74,18.0,0.02,0.0,39.858284,-88.938244
401,140148,MEMORIAL MEDICAL CENTER,SPRINGFIELD,IL,62702,69.0,56.0,95.0,77.0,91.0,23.0,80.0,68.6,43.0,73.6,14.4,1.61,1.55,39.831699,-89.646507
402,140150,UNIVERSITY OF ILLINOIS HOSPITAL,CHICAGO,IL,60612,74.0,93.0,92.0,70.0,83.0,63.0,24.0,52.6,26.3,75.62,19.5,1.0,0.95,41.811929,-87.68732
403,140158,INSIGHT HOSPITAL AND MEDICAL CENTER CHICAGO,CHICAGO,IL,60616,70.14,12.0,14.0,79.0,17.0,1.0,0.0,28.0,16.0,62.2,27.4,0.7,0.0,41.811929,-87.68732
404,140166,ST MARYS HOSPITAL,DECATUR,IL,62521,13.0,43.0,68.65,84.44,78.92,52.18,41.0,33.3,8.3,68.92,20.4,0.0,0.0,39.839477,-88.946486
405,140174,PRESENCE MERCY MEDICAL CENTER,AURORA,IL,60506,65.49,73.0,48.0,72.0,47.0,48.0,68.0,42.2,13.3,72.6,23.6,0.36,0.0,41.79083,-88.416837
406,140177,JACKSON PARK HOSPITAL,CHICAGO,IL,60649,12.0,99.0,0.0,0.0,0.0,0.0,6.0,52.82,29.59,71.21,18.65,1.45,1.05,41.811929,-87.68732
407,140180,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,CHICAGO,IL,60622,82.74,84.0,93.0,66.0,97.0,96.0,51.0,20.0,6.7,71.16,19.6,1.12,0.0,41.811929,-87.68732
408,140181,SOUTH SHORE HOSPITAL,CHICAGO,IL,60617,4.0,100.0,56.28,47.0,100.0,100.0,98.0,46.25,23.75,71.2,26.0,0.0,0.0,41.811929,-87.68732
409,140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,CHICAGO,IL,60657,62.26,96.0,96.0,97.0,99.0,94.0,74.0,48.1,29.6,69.3,22.5,1.2,0.0,41.811929,-87.68732
410,140186,RIVERSIDE MEDICAL CENTER,KANKAKEE,IL,60901,35.87,99.0,100.0,44.0,100.0,84.0,96.0,47.4,15.8,76.81,21.0,0.08,0.0,41.111151,-87.874618
411,140189,SARAH BUSH LINCOLN HEALTH CENTER,MATTOON,IL,61938,95.0,93.0,100.0,100.0,74.0,43.0,50.0,41.2,13.7,77.5,21.9,0.44,0.0,39.505679,-88.247012
412,140191,INGALLS MEMORIAL HOSPITAL,HARVEY,IL,60426,38.48,70.0,68.04,93.0,85.0,73.0,48.0,50.0,11.1,63.2,22.0,0.06,0.0,41.811929,-87.68732
413,140206,HUMBOLDT PARK HEALTH,CHICAGO,IL,60622,87.74,77.0,62.53,31.0,100.0,48.0,45.0,27.3,9.1,78.97,21.5,3.22,0.0,41.811929,-87.68732
414,140208,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,OAK LAWN,IL,60453,77.0,96.0,85.0,92.0,86.0,86.0,55.0,68.9,17.8,74.8,18.0,13.39,0.0,41.811929,-87.68732
415,140209,METHODIST MEDICAL CENTER OF ILLINOIS,PEORIA,IL,61636,62.0,78.0,91.0,80.0,93.0,80.0,93.0,38.8,20.9,81.5,15.6,0.95,1.22,40.699937,-89.595147
416,140210,HARRISBURG MEDICAL CENTER,HARRISBURG,IL,62946,0.0,90.0,29.0,45.0,67.0,76.0,68.0,67.3,22.4,76.4,19.0,0.0,0.0,37.720129,-88.536736
417,140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,PARK RIDGE,IL,60068,0.0,75.0,97.0,89.0,81.0,14.0,96.0,70.5,40.9,76.9,19.9,4.04,13.75,42.037228,-87.843714
418,140228,SWEDISH AMERICAN HOSPITAL,ROCKFORD,IL,61104,77.89,71.62,89.66,88.35,74.47,71.26,43.64,43.62,21.42,71.7,19.16,0.34,0.26,42.25012,-89.080254
419,140242,CENTRAL DUPAGE HOSPITAL,WINFIELD,IL,60190,50.0,97.0,100.0,99.0,98.0,68.0,87.0,74.4,60.5,78.4,20.9,0.31,0.0,41.839679,-88.088716
420,140252,NORTHWEST COMMUNITY HOSPITAL 1,ARLINGTON HEIGHTS,IL,60005,55.0,84.0,67.0,99.0,49.0,26.0,19.0,74.0,32.0,72.5,20.4,0.18,0.0,42.060928,-87.883073
421,140281,NORTHWESTERN MEMORIAL HOSPITAL,CHICAGO,IL,60611,30.41,93.0,100.0,100.0,97.0,95.0,82.0,82.8,51.7,76.88,18.3,0.12,0.0,41.811929,-87.68732
422,140292,ADVENTIST GLENOAKS,GLENDALE HEIGHTS,IL,60139,24.0,93.0,83.0,99.0,47.0,0.0,86.0,36.4,18.2,68.85,21.8,9.72,0.0,41.839679,-88.088716
423,140304,ADVENTIST BOLINGBROOK HOSPITAL,BOLINGBROOK,IL,60440,86.75,94.0,81.4,0.0,94.37,0.0,87.0,50.26,27.32,77.55,18.6,0.63,0.0,41.623336,-88.022464
424,141315,ILLINI COMMUNITY HOSPITAL,PITTSFIELD,IL,62363,69.33,91.0,62.0,100.0,83.0,77.0,90.0,41.2,17.6,77.52,18.5,0.17,0.0,39.615433,-90.798482
425,144009,"AERIES HEALTHCARE OF ILLINOIS, INC., DBA RIVEREDGE HOSPITAL",FOREST PARK,IL,60130,98.0,87.0,87.0,88.0,88.0,95.0,80.0,38.1,20.2,70.8,22.9,0.33,0.0,41.811929,-87.68732
426,144010,CHICAGO READ MENTAL HEALTH CENTER,CHICAGO,IL,60634,0.0,31.0,57.67,8.0,85.0,11.0,90.0,55.74,32.19,69.41,20.34,0.32,0.0,41.933355,-87.816309
427,144016,ALTON MENTAL HEALTH CENTER,ALTON,IL,62002,0.0,88.46,63.47,45.24,88.28,78.46,63.0,54.23,30.85,69.89,21.09,1.5,0.0,38.929065,-89.968862
428,144021,ANDREW MCFARLAND MENTAL HLTH CTR,SPRINGFIELD,IL,62703,0.0,93.0,100.0,69.63,100.0,41.37,88.0,45.14,22.77,74.79,20.01,0.35,0.0,39.762206,-89.627547
429,144026,HARTGROVE HOSPITAL,CHICAGO,IL,60644,82.0,100.0,91.0,84.0,79.0,79.0,99.0,39.1,15.2,59.1,22.4,0.22,0.43,41.811929,-87.68732
430,144028,MADDEN MENTAL HEALTH CENTER,HINES,IL,60141,84.64,84.0,93.0,32.0,96.0,4.0,95.0,52.88,29.65,77.05,19.46,1.18,0.11,41.811929,-87.68732
431,144029,THE PAVILION,CHAMPAIGN,IL,61820,39.16,61.0,72.0,67.0,78.0,51.0,45.0,56.5,29.0,81.0,16.9,0.06,0.02,40.101777,-88.197166
432,144031,ALEXIAN BROTHERS BEHAVIORAL HLTH HOSP,HOFFMAN ESTATES,IL,60169,75.0,86.0,84.0,49.0,69.0,11.0,89.0,73.5,43.4,72.3,16.2,0.32,0.17,42.04,-88.12
433,144034,BHC STREAMWOOD HOSPITAL INC,STREAMWOOD,IL,60107,65.32,94.0,91.0,54.0,85.0,79.0,93.0,42.9,32.1,76.7,19.7,0.11,0.06,42.019093,-88.178475
434,144035,LINDEN OAKS AT EDWARD,NAPERVILLE,IL,60540,35.0,54.0,97.0,99.0,83.0,39.0,71.0,67.8,40.0,67.1,22.4,0.41,0.03,41.759029,-88.152381
435,144037,ELGIN MENTAL HEALTH CENTER,ELGIN,IL,60123,0.0,78.0,100.0,92.0,99.0,56.0,93.0,46.53,24.01,76.18,21.9,0.57,0.02,42.036325,-88.371044
436,144038,CHOATE MENTAL HEALTH & DEVELOPMENT CTR,ANNA,IL,62906,0.0,97.0,83.29,74.64,100.0,65.0,44.0,45.74,23.3,77.04,21.15,0.5,0.0,37.474268,-89.163042
437,144039,GARFIELD PARK HOSPITAL,CHICAGO,IL,60624,60.23,94.0,0.0,0.0,0.0,0.0,60.0,59.25,35.31,75.28,20.09,0.9,0.17,41.811929,-87.68732
438,144040,CHICAGO BEHAVIORAL HOSPITAL,DES PLAINES,IL,60016,67.0,83.0,99.0,69.0,100.0,92.0,78.0,40.9,16.2,66.3,20.6,0.0,0.01,42.048278,-87.890466
439,144041,SILVER OAKS BEHAVIORAL HOSPITAL,NEW LENOX,IL,60451,50.0,89.0,44.0,62.0,55.0,40.0,29.0,58.1,27.0,72.4,21.8,0.14,0.02,41.510802,-87.961808
440,144042,LAKE BEHAVIORAL HOSPITAL,WAUKEGAN,IL,60085,78.0,98.0,100.0,58.0,99.0,48.0,83.0,45.79,23.34,71.36,20.04,0.12,0.22,42.327366,-87.982025
441,150002,METHODIST HOSPITALS INC,GARY,IN,46402,40.43,100.0,22.0,100.0,79.63,70.4,0.0,27.3,9.1,69.13,16.1,0.0,3.26,41.599336,-87.336338
442,150004,FRANCISCAN HEALTH HAMMOND,HAMMOND,IN,46320,33.77,95.0,92.0,100.0,90.0,82.0,58.0,57.8,33.3,65.8,21.8,5.68,0.0,41.444246,-87.487242
443,150009,CLARK MEMORIAL HOSPITAL,JEFFERSONVILLE,IN,47130,25.0,62.0,19.0,33.0,28.0,0.0,9.0,33.3,8.3,78.65,21.0,0.31,0.04,38.404909,-85.716548
444,150015,FRANCISCAN HEALTH MICHIGAN CITY,MICHIGAN CITY,IN,46360,69.87,95.0,94.0,23.0,85.0,51.0,39.0,44.0,24.0,75.3,23.2,1.18,0.0,41.594185,-86.756985
445,150018,ELKHART GENERAL HOSPITAL,ELKHART,IN,46514,31.91,98.0,95.0,68.0,79.0,47.0,31.0,59.64,35.66,73.29,20.0,0.0,1.58,41.71873,-85.937024
446,150021,PARKVIEW REGIONAL MEDICAL CENTER,FORT WAYNE,IN,46845,78.0,39.0,33.0,17.0,53.0,77.0,0.0,47.0,20.0,71.7,19.8,0.03,0.65,41.095957,-85.084581
447,150022,FRANCISCAN HEALTH CRAWFORDSVILLE,CRAWFORDSVILLE,IN,47933,44.29,72.0,59.78,58.02,79.18,75.38,52.0,44.18,21.92,76.62,19.3,0.0,0.0,40.042425,-86.893538
448,150024,ESKENAZI HEALTH,INDIANAPOLIS,IN,46202,95.0,38.0,89.0,94.0,90.0,61.0,77.0,51.6,17.7,68.4,20.7,5.52,9.33,39.762392,-86.143736
449,150042,GOOD SAMARITAN HOSPITAL,VINCENNES,IN,47591,73.0,94.0,98.0,58.0,93.0,70.0,55.0,26.8,14.6,72.9,19.8,2.88,1.31,38.707231,-87.417306
450,150046,TERRE HAUTE REGIONAL HOSPITAL,TERRE HAUTE,IN,47802,60.93,89.0,99.0,100.0,100.0,99.0,72.0,49.0,26.5,78.0,20.3,0.1,0.07,39.357875,-87.42014
451,150048,REID HEALTH,RICHMOND,IN,47374,66.14,95.0,3.0,81.0,25.0,0.0,43.0,58.1,35.5,78.6,20.6,0.28,0.0,39.84081,-85.010442
452,150056,INDIANA UNIVERSITY HEALTH,INDIANAPOLIS,IN,46202,0.0,32.0,96.0,85.0,9.0,2.0,0.0,61.8,32.4,71.69,18.9,0.85,6.67,39.762392,-86.143736
453,150061,DAVIESS COMMUNITY HOSPITAL,WASHINGTON,IN,47501,90.0,100.0,95.13,66.61,13.0,11.0,89.0,64.3,28.6,79.39,25.2,0.0,0.0,38.689503,-87.121505
454,150084,ASCENSION ST VINCENT HOSPITAL,INDIANAPOLIS,IN,46260,33.0,0.0,0.0,49.0,41.0,13.0,0.0,57.4,39.7,78.8,17.9,1.96,2.12,39.89384,-86.137988
455,150100,ASCENSION ST VINCENT EVANSVILLE,EVANSVILLE,IN,47750,30.0,89.0,56.0,46.0,17.0,70.0,24.0,62.5,56.3,70.74,19.9,6.43,0.0,37.962292,-87.505512
456,150104,WITHAM HEALTH SERVICES,LEBANON,IN,46052,100.0,100.0,0.0,0.0,0.0,0.0,98.0,51.71,28.6,69.33,15.4,0.0,0.0,40.050302,-86.490381
457,150115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,JASPER,IN,47546,46.98,66.0,100.0,98.0,98.0,10.0,69.0,81.0,61.9,74.15,21.4,1.27,1.05,38.360357,-86.929481
458,150169,COMMUNITY HOSPITAL NORTH,INDIANAPOLIS,IN,46256,50.0,68.0,5.0,70.56,88.14,80.55,0.0,71.1,51.1,87.6,19.2,0.16,0.14,39.897708,-86.009447
459,151325,ASCENSION ST VINCENT WARRICK,BOONVILLE,IN,47601,80.59,87.0,0.0,0.0,91.52,0.0,21.0,47.87,25.2,72.82,15.7,0.0,0.0,38.04247,-87.287145
460,154005,"WABASH VALLEY ALLIANCE, INC. / RIVER BEND HOSPITAL",WEST LAFAYETTE,IN,47906,100.0,100.0,98.0,100.0,100.0,23.64,97.0,81.8,45.5,75.89,18.4,1.34,0.0,40.467303,-86.928132
461,154008,NEURODIAGNOSTIC INSTITUTE,INDIANAPOLIS,IN,46218,64.0,100.0,59.87,93.43,100.0,0.0,98.0,56.73,33.07,68.83,21.14,2.67,0.05,39.806991,-86.100535
462,154009,HAMILTON CENTER INC,TERRE HAUTE,IN,47804,0.0,75.0,0.0,42.0,0.0,0.0,0.0,42.64,20.55,70.37,19.4,0.1,0.0,39.505836,-87.342968
463,154011,COMMUNITY MENTAL HEALTH CENTER INC,LAWRENCEBURG,IN,47025,100.0,47.0,81.0,0.0,96.0,23.0,98.0,77.3,54.5,78.08,22.6,0.0,0.0,39.152741,-84.891015
